Position,code,Geography,Treatment,vialnum,Sex,exp,cfuA,cfuL,repexp,total,GT,Bacteria,Replicate,Duplicate,SortOrder,Plate,Side,type
153,B Choice F 6 NA 3417 5 Flies 1 NA,B,Choice,B Choice F 6 NA 3417 5 Flies 1 NA,F,5,63600,350,B Choice F 6 NA 3417 5 Flies 1 NA,63950,BChoice,CV,6,NA,3417,Flies 1,NA,fly
155,B Choice F 6 NA 3419 5 Flies 1 NA,B,Choice,B Choice F 6 NA 3419 5 Flies 1 NA,F,5,133560,0,B Choice F 6 NA 3419 5 Flies 1 NA,133560,BChoice,CV,6,NA,3419,Flies 1,NA,fly
157,B Choice F 6 NA 3421 5 Flies 1 NA,B,Choice,B Choice F 6 NA 3421 5 Flies 1 NA,F,5,610560,150,B Choice F 6 NA 3421 5 Flies 1 NA,610710,BChoice,CV,6,NA,3421,Flies 1,NA,fly
149,B Choice M 6 NA 3413 5 Flies 1 NA,B,Choice,B Choice M 6 NA 3413 5 Flies 1 NA,M,5,73140,0,B Choice M 6 NA 3413 5 Flies 1 NA,73140,BChoice,CV,6,NA,3413,Flies 1,NA,fly
151,B Choice M 6 NA 3415 5 Flies 1 NA,B,Choice,B Choice M 6 NA 3415 5 Flies 1 NA,M,5,117660,44520,B Choice M 6 NA 3415 5 Flies 1 NA,162180,BChoice,CV,6,NA,3415,Flies 1,NA,fly
357,B Choice NA 6 NA 3620 5 Diet 1 A,B,Choice,B Choice NA 6 NA 3620 5 Diet 1 A,NA,5,4273920,0,B Choice NA 6 NA 3620 5 Diet 1 A,4273920,BChoice,CV,6,NA,3620,Diet 1,A,diet
359,B Choice NA 6 NA 3622 5 Diet 1 A,B,Choice,B Choice NA 6 NA 3622 5 Diet 1 A,NA,5,1017600,0,B Choice NA 6 NA 3622 5 Diet 1 A,1017600,BChoice,CV,6,NA,3622,Diet 1,A,diet
361,B Choice NA 6 NA 3624 5 Diet 1 A,B,Choice,B Choice NA 6 NA 3624 5 Diet 1 A,NA,5,4070400,0,B Choice NA 6 NA 3624 5 Diet 1 A,4070400,BChoice,CV,6,NA,3624,Diet 1,A,diet
363,B Choice NA 6 NA 3626 5 Diet 1 L,B,Choice,B Choice NA 6 NA 3626 5 Diet 1 L,NA,5,3459840,25,B Choice NA 6 NA 3626 5 Diet 1 L,3459865,BChoice,CV,6,NA,3626,Diet 1,L,diet
365,B Choice NA 6 NA 3628 5 Diet 1 L,B,Choice,B Choice NA 6 NA 3628 5 Diet 1 L,NA,5,50880,0,B Choice NA 6 NA 3628 5 Diet 1 L,50880,BChoice,CV,6,NA,3628,Diet 1,L,diet
367,B Choice NA 6 NA 3630 5 Diet 1 L,B,Choice,B Choice NA 6 NA 3630 5 Diet 1 L,NA,5,41340,0,B Choice NA 6 NA 3630 5 Diet 1 L,41340,BChoice,CV,6,NA,3630,Diet 1,L,diet
537,D Control F 6 NA 3800 5 Flies 2 NA,D,Control,D Control F 6 NA 3800 5 Flies 2 NA,F,5,737760,0,D Control F 6 NA 3800 5 Flies 2 NA,737760,DControl,CV,6,NA,3800,Flies 2,NA,fly
539,D Control F 6 NA 3802 5 Flies 2 NA,D,Control,D Control F 6 NA 3802 5 Flies 2 NA,F,5,788640,0,D Control F 6 NA 3802 5 Flies 2 NA,788640,DControl,CV,6,NA,3802,Flies 2,NA,fly
541,D Control F 6 NA 3804 5 Flies 2 NA,D,Control,D Control F 6 NA 3804 5 Flies 2 NA,F,5,890400,275,D Control F 6 NA 3804 5 Flies 2 NA,890675,DControl,CV,6,NA,3804,Flies 2,NA,fly
531,D Control M 6 NA 3794 5 Flies 2 NA,D,Control,D Control M 6 NA 3794 5 Flies 2 NA,M,5,203520,50,D Control M 6 NA 3794 5 Flies 2 NA,203570,DControl,CV,6,NA,3794,Flies 2,NA,fly
533,D Control M 6 NA 3796 5 Flies 2 NA,D,Control,D Control M 6 NA 3796 5 Flies 2 NA,M,5,636000,795,D Control M 6 NA 3796 5 Flies 2 NA,636795,DControl,CV,6,NA,3796,Flies 2,NA,fly
535,D Control M 6 NA 3798 5 Flies 2 NA,D,Control,D Control M 6 NA 3798 5 Flies 2 NA,M,5,254400,25,D Control M 6 NA 3798 5 Flies 2 NA,254425,DControl,CV,6,NA,3798,Flies 2,NA,fly
761,D Control NA 6 NA 4024 5 Diet 2 NA,D,Control,D Control NA 6 NA 4024 5 Diet 2 NA,NA,5,14246400,0,D Control NA 6 NA 4024 5 Diet 2 NA,14246400,DControl,CV,6,NA,4024,Diet 2,NA,diet
763,D Control NA 6 NA 4026 5 Diet 2 NA,D,Control,D Control NA 6 NA 4026 5 Diet 2 NA,NA,5,1831680,0,D Control NA 6 NA 4026 5 Diet 2 NA,1831680,DControl,CV,6,NA,4026,Diet 2,NA,diet
765,D Control NA 6 NA 4028 5 Diet 2 NA,D,Control,D Control NA 6 NA 4028 5 Diet 2 NA,NA,5,1017600,0,D Control NA 6 NA 4028 5 Diet 2 NA,1017600,DControl,CV,6,NA,4028,Diet 2,NA,diet
767,D Control NA 6 NA 4030 5 Diet 2 NA,D,Control,D Control NA 6 NA 4030 5 Diet 2 NA,NA,5,4273920,0,D Control NA 6 NA 4030 5 Diet 2 NA,4273920,DControl,CV,6,NA,4030,Diet 2,NA,diet
565,E Choice F 6 NA 3828 5 Flies 2 NA,E,Choice,E Choice F 6 NA 3828 5 Flies 2 NA,F,5,228960,75,E Choice F 6 NA 3828 5 Flies 2 NA,229035,EChoice,CV,6,NA,3828,Flies 2,NA,fly
555,E Choice M 6 NA 3818 5 Flies 2 NA,E,Choice,E Choice M 6 NA 3818 5 Flies 2 NA,M,5,31800,375,E Choice M 6 NA 3818 5 Flies 2 NA,32175,EChoice,CV,6,NA,3818,Flies 2,NA,fly
557,E Choice M 6 NA 3820 5 Flies 2 NA,E,Choice,E Choice M 6 NA 3820 5 Flies 2 NA,M,5,66780,75,E Choice M 6 NA 3820 5 Flies 2 NA,66855,EChoice,CV,6,NA,3820,Flies 2,NA,fly
559,E Choice M 6 NA 3822 5 Flies 2 NA,E,Choice,E Choice M 6 NA 3822 5 Flies 2 NA,M,5,610560,0,E Choice M 6 NA 3822 5 Flies 2 NA,610560,EChoice,CV,6,NA,3822,Flies 2,NA,fly
549,E Control F 6 NA 3812 5 Flies 2 NA,E,Control,E Control F 6 NA 3812 5 Flies 2 NA,F,5,814080,75,E Control F 6 NA 3812 5 Flies 2 NA,814155,EControl,CV,6,NA,3812,Flies 2,NA,fly
551,E Control F 6 NA 3814 5 Flies 2 NA,E,Control,E Control F 6 NA 3814 5 Flies 2 NA,F,5,356160,0,E Control F 6 NA 3814 5 Flies 2 NA,356160,EControl,CV,6,NA,3814,Flies 2,NA,fly
553,E Control F 6 NA 3816 5 Flies 2 NA,E,Control,E Control F 6 NA 3816 5 Flies 2 NA,F,5,407040,150,E Control F 6 NA 3816 5 Flies 2 NA,407190,EControl,CV,6,NA,3816,Flies 2,NA,fly
543,E Control M 6 NA 3806 5 Flies 2 NA,E,Control,E Control M 6 NA 3806 5 Flies 2 NA,M,5,19875,0,E Control M 6 NA 3806 5 Flies 2 NA,19875,EControl,CV,6,NA,3806,Flies 2,NA,fly
545,E Control M 6 NA 3808 5 Flies 2 NA,E,Control,E Control M 6 NA 3808 5 Flies 2 NA,M,5,79500,0,E Control M 6 NA 3808 5 Flies 2 NA,79500,EControl,CV,6,NA,3808,Flies 2,NA,fly
547,E Control M 6 NA 3810 5 Flies 2 NA,E,Control,E Control M 6 NA 3810 5 Flies 2 NA,M,5,381600,100,E Control M 6 NA 3810 5 Flies 2 NA,381700,EControl,CV,6,NA,3810,Flies 2,NA,fly
531,H Choice F 6 NA 1967 3 Flies 3 NA,H,Choice,H Choice F 6 NA 1967 3 Flies 3 NA,F,3,941280,475,H Choice F 6 NA 1967 3 Flies 3 NA,941755,HChoice,X,6,NA,1967,Flies 3,NA,fly
533,H Choice F 6 NA 1969 3 Flies 3 NA,H,Choice,H Choice F 6 NA 1969 3 Flies 3 NA,F,3,76320,200,H Choice F 6 NA 1969 3 Flies 3 NA,76520,HChoice,X,6,NA,1969,Flies 3,NA,fly
535,H Choice F 6 NA 1971 3 Flies 3 NA,H,Choice,H Choice F 6 NA 1971 3 Flies 3 NA,F,3,136740,875,H Choice F 6 NA 1971 3 Flies 3 NA,137615,HChoice,X,6,NA,1971,Flies 3,NA,fly
481,H Choice F 6 NA 3744 5 Flies 2 NA,H,Choice,H Choice F 6 NA 3744 5 Flies 2 NA,F,5,1475520,375,H Choice F 6 NA 3744 5 Flies 2 NA,1475895,HChoice,CV,6,NA,3744,Flies 2,NA,fly
527,H Choice M 6 NA 1963 3 Flies 3 NA,H,Choice,H Choice M 6 NA 1963 3 Flies 3 NA,M,3,559680,250,H Choice M 6 NA 1963 3 Flies 3 NA,559930,HChoice,X,6,NA,1963,Flies 3,NA,fly
529,H Choice M 6 NA 1965 3 Flies 3 NA,H,Choice,H Choice M 6 NA 1965 3 Flies 3 NA,M,3,457920,0,H Choice M 6 NA 1965 3 Flies 3 NA,457920,HChoice,X,6,NA,1965,Flies 3,NA,fly
477,H Choice M 6 NA 3740 5 Flies 2 NA,H,Choice,H Choice M 6 NA 3740 5 Flies 2 NA,M,5,661440,0,H Choice M 6 NA 3740 5 Flies 2 NA,661440,HChoice,CV,6,NA,3740,Flies 2,NA,fly
479,H Choice M 6 NA 3742 5 Flies 2 NA,H,Choice,H Choice M 6 NA 3742 5 Flies 2 NA,M,5,2315040,25,H Choice M 6 NA 3742 5 Flies 2 NA,2315065,HChoice,CV,6,NA,3742,Flies 2,NA,fly
705,H Choice NA 6 NA 2129 3 Diet 3 A,H,Choice,H Choice NA 6 NA 2129 3 Diet 3 A,NA,3,70010880,25440,H Choice NA 6 NA 2129 3 Diet 3 A,70036320,HChoice,X,6,NA,2129,Diet 3,A,diet
707,H Choice NA 6 NA 2131 3 Diet 3 A,H,Choice,H Choice NA 6 NA 2131 3 Diet 3 A,NA,3,27678720,19080,H Choice NA 6 NA 2131 3 Diet 3 A,27697800,HChoice,X,6,NA,2131,Diet 3,A,diet
709,H Choice NA 6 NA 2133 3 Diet 3 A,H,Choice,H Choice NA 6 NA 2133 3 Diet 3 A,NA,3,4884480,0,H Choice NA 6 NA 2133 3 Diet 3 A,4884480,HChoice,X,6,NA,2133,Diet 3,A,diet
711,H Choice NA 6 NA 2135 3 Diet 3 L,H,Choice,H Choice NA 6 NA 2135 3 Diet 3 L,NA,3,37447680,15900,H Choice NA 6 NA 2135 3 Diet 3 L,37463580,HChoice,X,6,NA,2135,Diet 3,L,diet
713,H Choice NA 6 NA 2137 3 Diet 3 L,H,Choice,H Choice NA 6 NA 2137 3 Diet 3 L,NA,3,24422400,500,H Choice NA 6 NA 2137 3 Diet 3 L,24422900,HChoice,X,6,NA,2137,Diet 3,L,diet
715,H Choice NA 6 NA 2139 3 Diet 3 L,H,Choice,H Choice NA 6 NA 2139 3 Diet 3 L,NA,3,102574080,9540,H Choice NA 6 NA 2139 3 Diet 3 L,102583620,HChoice,X,6,NA,2139,Diet 3,L,diet
701,H Choice NA 6 NA 3964 5 Diet 2 A,H,Choice,H Choice NA 6 NA 3964 5 Diet 2 A,NA,5,4477440,0,H Choice NA 6 NA 3964 5 Diet 2 A,4477440,HChoice,CV,6,NA,3964,Diet 2,A,diet
703,H Choice NA 6 NA 3966 5 Diet 2 A,H,Choice,H Choice NA 6 NA 3966 5 Diet 2 A,NA,5,79500,0,H Choice NA 6 NA 3966 5 Diet 2 A,79500,HChoice,CV,6,NA,3966,Diet 2,A,diet
705,H Choice NA 6 NA 3968 5 Diet 2 A,H,Choice,H Choice NA 6 NA 3968 5 Diet 2 A,NA,5,13025280,0,H Choice NA 6 NA 3968 5 Diet 2 A,13025280,HChoice,CV,6,NA,3968,Diet 2,A,diet
707,H Choice NA 6 NA 3970 5 Diet 2 L,H,Choice,H Choice NA 6 NA 3970 5 Diet 2 L,NA,5,3052800,0,H Choice NA 6 NA 3970 5 Diet 2 L,3052800,HChoice,CV,6,NA,3970,Diet 2,L,diet
709,H Choice NA 6 NA 3972 5 Diet 2 L,H,Choice,H Choice NA 6 NA 3972 5 Diet 2 L,NA,5,39075840,0,H Choice NA 6 NA 3972 5 Diet 2 L,39075840,HChoice,CV,6,NA,3972,Diet 2,L,diet
711,H Choice NA 6 NA 3974 5 Diet 2 L,H,Choice,H Choice NA 6 NA 3974 5 Diet 2 L,NA,5,6105600,0,H Choice NA 6 NA 3974 5 Diet 2 L,6105600,HChoice,CV,6,NA,3974,Diet 2,L,diet
385,H Control F 6 NA 1824 3 Flies 2 NA,H,Control,H Control F 6 NA 1824 3 Flies 2 NA,F,3,15900,0,H Control F 6 NA 1824 3 Flies 2 NA,15900,HControl,X,6,NA,1824,Flies 2,NA,fly
387,H Control F 6 NA 1826 3 Flies 2 NA,H,Control,H Control F 6 NA 1826 3 Flies 2 NA,F,3,108120,0,H Control F 6 NA 1826 3 Flies 2 NA,108120,HControl,X,6,NA,1826,Flies 2,NA,fly
389,H Control F 6 NA 1828 3 Flies 2 NA,H,Control,H Control F 6 NA 1828 3 Flies 2 NA,F,3,120840,0,H Control F 6 NA 1828 3 Flies 2 NA,120840,HControl,X,6,NA,1828,Flies 2,NA,fly
549,H Control F 6 NA 1985 3 Flies 3 NA,H,Control,H Control F 6 NA 1985 3 Flies 3 NA,F,3,864960,850,H Control F 6 NA 1985 3 Flies 3 NA,865810,HControl,G,6,NA,1985,Flies 3,NA,fly
551,H Control F 6 NA 1987 3 Flies 3 NA,H,Control,H Control F 6 NA 1987 3 Flies 3 NA,F,3,483360,4770,H Control F 6 NA 1987 3 Flies 3 NA,488130,HControl,G,6,NA,1987,Flies 3,NA,fly
553,H Control F 6 NA 1989 3 Flies 3 NA,H,Control,H Control F 6 NA 1989 3 Flies 3 NA,F,3,1068480,3577.5,H Control F 6 NA 1989 3 Flies 3 NA,1072057.5,HControl,G,6,NA,1989,Flies 3,NA,fly
461,H Control F 6 NA 3724 5 Flies 2 NA,H,Control,H Control F 6 NA 3724 5 Flies 2 NA,F,5,168540,50,H Control F 6 NA 3724 5 Flies 2 NA,168590,HControl,CV,6,NA,3724,Flies 2,NA,fly
463,H Control F 6 NA 3726 5 Flies 2 NA,H,Control,H Control F 6 NA 3726 5 Flies 2 NA,F,5,279840,25,H Control F 6 NA 3726 5 Flies 2 NA,279865,HControl,CV,6,NA,3726,Flies 2,NA,fly
189,H Control M 6 NA 1727 3 Flies 1 NA,H,Control,H Control M 6 NA 1727 3 Flies 1 NA,M,3,15900,250,H Control M 6 NA 1727 3 Flies 1 NA,16150,HControl,X,6,NA,1727,Flies 1,NA,fly
191,H Control M 6 NA 1729 3 Flies 1 NA,H,Control,H Control M 6 NA 1729 3 Flies 1 NA,M,3,120840,0,H Control M 6 NA 1729 3 Flies 1 NA,120840,HControl,X,6,NA,1729,Flies 1,NA,fly
545,H Control M 6 NA 1981 3 Flies 3 NA,H,Control,H Control M 6 NA 1981 3 Flies 3 NA,M,3,457920,525,H Control M 6 NA 1981 3 Flies 3 NA,458445,HControl,G,6,NA,1981,Flies 3,NA,fly
547,H Control M 6 NA 1983 3 Flies 3 NA,H,Control,H Control M 6 NA 1983 3 Flies 3 NA,M,3,1246560,1225,H Control M 6 NA 1983 3 Flies 3 NA,1247785,HControl,G,6,NA,1983,Flies 3,NA,fly
455,H Control M 6 NA 3718 5 Flies 2 NA,H,Control,H Control M 6 NA 3718 5 Flies 2 NA,M,5,63600,0,H Control M 6 NA 3718 5 Flies 2 NA,63600,HControl,CV,6,NA,3718,Flies 2,NA,fly
457,H Control M 6 NA 3720 5 Flies 2 NA,H,Control,H Control M 6 NA 3720 5 Flies 2 NA,M,5,178080,50,H Control M 6 NA 3720 5 Flies 2 NA,178130,HControl,CV,6,NA,3720,Flies 2,NA,fly
459,H Control M 6 NA 3722 5 Flies 2 NA,H,Control,H Control M 6 NA 3722 5 Flies 2 NA,M,5,28620,0,H Control M 6 NA 3722 5 Flies 2 NA,28620,HControl,CV,6,NA,3722,Flies 2,NA,fly
449,H Control NA 6 NA 1888 3 Diet 2 NA,H,Control,H Control NA 6 NA 1888 3 Diet 2 NA,NA,3,4884480,0,H Control NA 6 NA 1888 3 Diet 2 NA,4884480,HControl,X,6,NA,1888,Diet 2,NA,diet
451,H Control NA 6 NA 1890 3 Diet 2 NA,H,Control,H Control NA 6 NA 1890 3 Diet 2 NA,NA,3,2849280,0,H Control NA 6 NA 1890 3 Diet 2 NA,2849280,HControl,X,6,NA,1890,Diet 2,NA,diet
453,H Control NA 6 NA 1892 3 Diet 2 NA,H,Control,H Control NA 6 NA 1892 3 Diet 2 NA,NA,3,6512640,0,H Control NA 6 NA 1892 3 Diet 2 NA,6512640,HControl,X,6,NA,1892,Diet 2,NA,diet
455,H Control NA 6 NA 1894 3 Diet 2 NA,H,Control,H Control NA 6 NA 1894 3 Diet 2 NA,NA,3,5902080,0,H Control NA 6 NA 1894 3 Diet 2 NA,5902080,HControl,X,6,NA,1894,Diet 2,NA,diet
457,H Control NA 6 NA 1896 3 Diet 2 NA,H,Control,H Control NA 6 NA 1896 3 Diet 2 NA,NA,3,5291520,0,H Control NA 6 NA 1896 3 Diet 2 NA,5291520,HControl,X,6,NA,1896,Diet 2,NA,diet
459,H Control NA 6 NA 1898 3 Diet 2 NA,H,Control,H Control NA 6 NA 1898 3 Diet 2 NA,NA,3,24422400,0,H Control NA 6 NA 1898 3 Diet 2 NA,24422400,HControl,X,6,NA,1898,Diet 2,NA,diet
725,H Control NA 6 NA 2148 3 Diet 3 NA,H,Control,H Control NA 6 NA 2148 3 Diet 3 NA,NA,3,70010880,0,H Control NA 6 NA 2148 3 Diet 3 NA,70010880,HControl,G,6,NA,2148,Diet 3,NA,diet
727,H Control NA 6 NA 2150 3 Diet 3 NA,H,Control,H Control NA 6 NA 2150 3 Diet 3 NA,NA,3,48844800,0,H Control NA 6 NA 2150 3 Diet 3 NA,48844800,HControl,G,6,NA,2150,Diet 3,NA,diet
729,H Control NA 6 NA 2152 3 Diet 3 NA,H,Control,H Control NA 6 NA 2152 3 Diet 3 NA,NA,3,73267200,0,H Control NA 6 NA 2152 3 Diet 3 NA,73267200,HControl,G,6,NA,2152,Diet 3,NA,diet
731,H Control NA 6 NA 2154 3 Diet 3 NA,H,Control,H Control NA 6 NA 2154 3 Diet 3 NA,NA,3,60241920,0,H Control NA 6 NA 2154 3 Diet 3 NA,60241920,HControl,G,6,NA,2154,Diet 3,NA,diet
733,H Control NA 6 NA 2156 3 Diet 3 NA,H,Control,H Control NA 6 NA 2156 3 Diet 3 NA,NA,3,47216640,0,H Control NA 6 NA 2156 3 Diet 3 NA,47216640,HControl,G,6,NA,2156,Diet 3,NA,diet
735,H Control NA 6 NA 2158 3 Diet 3 NA,H,Control,H Control NA 6 NA 2158 3 Diet 3 NA,NA,3,39075840,0,H Control NA 6 NA 2158 3 Diet 3 NA,39075840,HControl,G,6,NA,2158,Diet 3,NA,diet
677,H Control NA 6 NA 3940 5 Diet 2 NA,H,Control,H Control NA 6 NA 3940 5 Diet 2 NA,NA,5,1831680,0,H Control NA 6 NA 3940 5 Diet 2 NA,1831680,HControl,CV,6,NA,3940,Diet 2,NA,diet
679,H Control NA 6 NA 3942 5 Diet 2 NA,H,Control,H Control NA 6 NA 3942 5 Diet 2 NA,NA,5,2849280,0,H Control NA 6 NA 3942 5 Diet 2 NA,2849280,HControl,CV,6,NA,3942,Diet 2,NA,diet
681,H Control NA 6 NA 3944 5 Diet 2 NA,H,Control,H Control NA 6 NA 3944 5 Diet 2 NA,NA,5,1017600,0,H Control NA 6 NA 3944 5 Diet 2 NA,1017600,HControl,CV,6,NA,3944,Diet 2,NA,diet
683,H Control NA 6 NA 3946 5 Diet 2 NA,H,Control,H Control NA 6 NA 3946 5 Diet 2 NA,NA,5,50880,0,H Control NA 6 NA 3946 5 Diet 2 NA,50880,HControl,CV,6,NA,3946,Diet 2,NA,diet
685,H Control NA 6 NA 3948 5 Diet 2 NA,H,Control,H Control NA 6 NA 3948 5 Diet 2 NA,NA,5,2442240,0,H Control NA 6 NA 3948 5 Diet 2 NA,2442240,HControl,CV,6,NA,3948,Diet 2,NA,diet
687,H Control NA 6 NA 3950 5 Diet 2 NA,H,Control,H Control NA 6 NA 3950 5 Diet 2 NA,NA,5,1017600,0,H Control NA 6 NA 3950 5 Diet 2 NA,1017600,HControl,CV,6,NA,3950,Diet 2,NA,diet
175,PA Choice F 6 NA 3439 5 Flies 1 NA,PA,Choice,PA Choice F 6 NA 3439 5 Flies 1 NA,F,5,305280,75,PA Choice F 6 NA 3439 5 Flies 1 NA,305355,PAChoice,CV,6,NA,3439,Flies 1,NA,fly
171,PA Choice M 6 NA 3435 5 Flies 1 NA,PA,Choice,PA Choice M 6 NA 3435 5 Flies 1 NA,M,5,839520,25,PA Choice M 6 NA 3435 5 Flies 1 NA,839545,PAChoice,CV,6,NA,3435,Flies 1,NA,fly
173,PA Choice M 6 NA 3437 5 Flies 1 NA,PA,Choice,PA Choice M 6 NA 3437 5 Flies 1 NA,M,5,174900,0,PA Choice M 6 NA 3437 5 Flies 1 NA,174900,PAChoice,CV,6,NA,3437,Flies 1,NA,fly
381,PA Choice NA 6 NA 3644 5 Diet 1 A,PA,Choice,PA Choice NA 6 NA 3644 5 Diet 1 A,NA,5,1221120,0,PA Choice NA 6 NA 3644 5 Diet 1 A,1221120,PAChoice,CV,6,NA,3644,Diet 1,A,diet
383,PA Choice NA 6 NA 3646 5 Diet 1 L,PA,Choice,PA Choice NA 6 NA 3646 5 Diet 1 L,NA,5,2442240,0,PA Choice NA 6 NA 3646 5 Diet 1 L,2442240,PAChoice,CV,6,NA,3646,Diet 1,L,diet
165,PA Control F 6 NA 3429 5 Flies 1 NA,PA,Control,PA Control F 6 NA 3429 5 Flies 1 NA,F,5,483360,0,PA Control F 6 NA 3429 5 Flies 1 NA,483360,PAControl,CV,6,NA,3429,Flies 1,NA,fly
167,PA Control F 6 NA 3431 5 Flies 1 NA,PA,Control,PA Control F 6 NA 3431 5 Flies 1 NA,F,5,124020,0,PA Control F 6 NA 3431 5 Flies 1 NA,124020,PAControl,CV,6,NA,3431,Flies 1,NA,fly
169,PA Control F 6 NA 3433 5 Flies 1 NA,PA,Control,PA Control F 6 NA 3433 5 Flies 1 NA,F,5,133560,25,PA Control F 6 NA 3433 5 Flies 1 NA,133585,PAControl,CV,6,NA,3433,Flies 1,NA,fly
159,PA Control M 6 NA 3423 5 Flies 1 NA,PA,Control,PA Control M 6 NA 3423 5 Flies 1 NA,M,5,76320,0,PA Control M 6 NA 3423 5 Flies 1 NA,76320,PAControl,CV,6,NA,3423,Flies 1,NA,fly
161,PA Control M 6 NA 3425 5 Flies 1 NA,PA,Control,PA Control M 6 NA 3425 5 Flies 1 NA,M,5,197160,0,PA Control M 6 NA 3425 5 Flies 1 NA,197160,PAControl,CV,6,NA,3425,Flies 1,NA,fly
163,PA Control M 6 NA 3427 5 Flies 1 NA,PA,Control,PA Control M 6 NA 3427 5 Flies 1 NA,M,5,92220,0,PA Control M 6 NA 3427 5 Flies 1 NA,92220,PAControl,CV,6,NA,3427,Flies 1,NA,fly
369,PA Control NA 6 NA 3632 5 Diet 1 NA,PA,Control,PA Control NA 6 NA 3632 5 Diet 1 NA,NA,5,1424640,0,PA Control NA 6 NA 3632 5 Diet 1 NA,1424640,PAControl,CV,6,NA,3632,Diet 1,NA,diet
371,PA Control NA 6 NA 3634 5 Diet 1 NA,PA,Control,PA Control NA 6 NA 3634 5 Diet 1 NA,NA,5,2849280,0,PA Control NA 6 NA 3634 5 Diet 1 NA,2849280,PAControl,CV,6,NA,3634,Diet 1,NA,diet
373,PA Control NA 6 NA 3636 5 Diet 1 NA,PA,Control,PA Control NA 6 NA 3636 5 Diet 1 NA,NA,5,1424640,0,PA Control NA 6 NA 3636 5 Diet 1 NA,1424640,PAControl,CV,6,NA,3636,Diet 1,NA,diet
375,PA Control NA 6 NA 3638 5 Diet 1 NA,PA,Control,PA Control NA 6 NA 3638 5 Diet 1 NA,NA,5,1221120,0,PA Control NA 6 NA 3638 5 Diet 1 NA,1221120,PAControl,CV,6,NA,3638,Diet 1,NA,diet
377,PA Control NA 6 NA 3640 5 Diet 1 NA,PA,Control,PA Control NA 6 NA 3640 5 Diet 1 NA,NA,5,7530240,0,PA Control NA 6 NA 3640 5 Diet 1 NA,7530240,PAControl,CV,6,NA,3640,Diet 1,NA,diet
379,PA Control NA 6 NA 3642 5 Diet 1 NA,PA,Control,PA Control NA 6 NA 3642 5 Diet 1 NA,NA,5,2645760,0,PA Control NA 6 NA 3642 5 Diet 1 NA,2645760,PAControl,CV,6,NA,3642,Diet 1,NA,diet
407,V Control F 6 NA 3670 5 Flies 2 NA,V,Control,V Control F 6 NA 3670 5 Flies 2 NA,F,5,25440,25,V Control F 6 NA 3670 5 Flies 2 NA,25465,VControl,CV,6,NA,3670,Flies 2,NA,fly
409,V Control F 6 NA 3672 5 Flies 2 NA,V,Control,V Control F 6 NA 3672 5 Flies 2 NA,F,5,101760,0,V Control F 6 NA 3672 5 Flies 2 NA,101760,VControl,CV,6,NA,3672,Flies 2,NA,fly
399,V Control M 6 NA 3662 5 Flies 2 NA,V,Control,V Control M 6 NA 3662 5 Flies 2 NA,M,5,38160,0,V Control M 6 NA 3662 5 Flies 2 NA,38160,VControl,CV,6,NA,3662,Flies 2,NA,fly
401,V Control M 6 NA 3664 5 Flies 2 NA,V,Control,V Control M 6 NA 3664 5 Flies 2 NA,M,5,152640,25,V Control M 6 NA 3664 5 Flies 2 NA,152665,VControl,CV,6,NA,3664,Flies 2,NA,fly
403,V Control M 6 NA 3666 5 Flies 2 NA,V,Control,V Control M 6 NA 3666 5 Flies 2 NA,M,5,279840,0,V Control M 6 NA 3666 5 Flies 2 NA,279840,VControl,CV,6,NA,3666,Flies 2,NA,fly
617,V Control NA 6 NA 3880 5 Diet 2 NA,V,Control,V Control NA 6 NA 3880 5 Diet 2 NA,NA,5,2035200,0,V Control NA 6 NA 3880 5 Diet 2 NA,2035200,VControl,CV,6,NA,3880,Diet 2,NA,diet
619,V Control NA 6 NA 3882 5 Diet 2 NA,V,Control,V Control NA 6 NA 3882 5 Diet 2 NA,NA,5,3256320,0,V Control NA 6 NA 3882 5 Diet 2 NA,3256320,VControl,CV,6,NA,3882,Diet 2,NA,diet
621,V Control NA 6 NA 3884 5 Diet 2 NA,V,Control,V Control NA 6 NA 3884 5 Diet 2 NA,NA,5,814080,0,V Control NA 6 NA 3884 5 Diet 2 NA,814080,VControl,CV,6,NA,3884,Diet 2,NA,diet
623,V Control NA 6 NA 3886 5 Diet 2 NA,V,Control,V Control NA 6 NA 3886 5 Diet 2 NA,NA,5,1831680,0,V Control NA 6 NA 3886 5 Diet 2 NA,1831680,VControl,CV,6,NA,3886,Diet 2,NA,diet
625,V Control NA 6 NA 3888 5 Diet 2 NA,V,Control,V Control NA 6 NA 3888 5 Diet 2 NA,NA,5,40704000,0,V Control NA 6 NA 3888 5 Diet 2 NA,40704000,VControl,CV,6,NA,3888,Diet 2,NA,diet
627,V Control NA 6 NA 3890 5 Diet 2 NA,V,Control,V Control NA 6 NA 3890 5 Diet 2 NA,NA,5,37447680,0,V Control NA 6 NA 3890 5 Diet 2 NA,37447680,VControl,CV,6,NA,3890,Diet 2,NA,diet
127,E Choice F 7 NA 1266 2 Flies 1 NA,E,Choice,E Choice F 7 NA 1266 2 Flies 1 NA,F,2,10335,0,E Choice F 7 NA 1266 2 Flies 1 NA,10335,EChoice,G,7,NA,1266,Flies 1,NA,fly
